"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Abington CDP, Massachusetts!!Estimate","Abington CDP, Massachusetts!!Margin of Error","Acushnet Center CDP, Massachusetts!!Estimate","Acushnet Center CDP, Massachusetts!!Margin of Error","Adams CDP, Massachusetts!!Estimate","Adams CDP, Massachusetts!!Margin of Error","Agawam Town city, Massachusetts!!Estimate","Agawam Town city, Massachusetts!!Margin of Error","Amesbury Town city, Massachusetts!!Estimate","Amesbury Town city, Massachusetts!!Margin of Error","Amherst Center CDP, Massachusetts!!Estimate","Amherst Center CDP, Massachusetts!!Margin of Error","Andover CDP, Massachusetts!!Estimate","Andover CDP, Massachusetts!!Margin of Error","Arlington CDP, Massachusetts!!Estimate","Arlington CDP, Massachusetts!!Margin of Error","Athol CDP, Massachusetts!!Estimate","Athol CDP, Massachusetts!!Margin of Error","Attleboro city, Massachusetts!!Estimate","Attleboro city, Massachusetts!!Margin of Error","Ayer CDP, Massachusetts!!Estimate","Ayer CDP, Massachusetts!!Margin of Error","Baldwinville CDP, Massachusetts!!Estimate","Baldwinville CDP, Massachusetts!!Margin of Error","Barnstable Town city, Massachusetts!!Estimate","Barnstable Town city, Massachusetts!!Margin of Error","Barre CDP, Massachusetts!!Estimate","Barre CDP, Massachusetts!!Margin of Error","Belchertown CDP, Massachusetts!!Estimate","Belchertown CDP, Massachusetts!!Margin of Error","Bellingham CDP, Massachusetts!!Estimate","Bellingham CDP, Massachusetts!!Margin of Error","Belmont CDP, Massachusetts!!Estimate","Belmont CDP, Massachusetts!!Margin of Error","Beverly city, Massachusetts!!Estimate","Beverly city, Massachusetts!!Margin of Error","Blandford CDP, Massachusetts!!Estimate","Blandford CDP, Massachusetts!!Margin of Error","Bliss Corner CDP, Massachusetts!!Estimate","Bliss Corner CDP, Massachusetts!!Margin of Error","Boston city, Massachusetts!!Estimate","Boston city, Massachusetts!!Margin of Error","Bourne CDP, Massachusetts!!Estimate","Bourne CDP, Massachusetts!!Margin of Error","Boxford CDP, Massachusetts!!Estimate","Boxford CDP, Massachusetts!!Margin of Error","Braintree Town city, Massachusetts!!Estimate","Braintree Town city, Massachusetts!!Margin of Error","Brewster CDP, Massachusetts!!Estimate","Brewster CDP, Massachusetts!!Margin of Error","Bridgewater Town city, Massachusetts!!Estimate","Bridgewater Town city, Massachusetts!!Margin of Error","Brockton city, Massachusetts!!Estimate","Brockton city, Massachusetts!!Margin of Error","Brookfield CDP, Massachusetts!!Estimate","Brookfield CDP, Massachusetts!!Margin of Error","Brookline CDP, Massachusetts!!Estimate","Brookline CDP, Massachusetts!!Margin of Error","Burlington CDP, Massachusetts!!Estimate","Burlington CDP, Massachusetts!!Margin of Error","Buzzards Bay CDP, Massachusetts!!Estimate","Buzzards Bay CDP, Massachusetts!!Margin of Error","Cambridge city, Massachusetts!!Estimate","Cambridge city, Massachusetts!!Margin of Error","Chatham CDP, Massachusetts!!Estimate","Chatham CDP, Massachusetts!!Margin of Error","Chelsea city, Massachusetts!!Estimate","Chelsea city, Massachusetts!!Margin of Error","Cheshire CDP, Massachusetts!!Estimate","Cheshire CDP, Massachusetts!!Margin of Error","Chester CDP, Massachusetts!!Estimate","Chester CDP, Massachusetts!!Margin of Error","Chicopee city, Massachusetts!!Estimate","Chicopee city, Massachusetts!!Margin of Error","Clinton CDP, Massachusetts!!Estimate","Clinton CDP, Massachusetts!!Margin of Error","Cochituate CDP, Massachusetts!!Estimate","Cochituate CDP, Massachusetts!!Margin of Error","Cordaville CDP, Massachusetts!!Estimate","Cordaville CDP, Massachusetts!!Margin of Error","Danvers CDP, Massachusetts!!Estimate","Danvers CDP, Massachusetts!!Margin of Error","Dedham CDP, Massachusetts!!Estimate","Dedham CDP, Massachusetts!!Margin of Error","Deerfield CDP, Massachusetts!!Estimate","Deerfield CDP, Massachusetts!!Margin of Error","Dennis CDP, Massachusetts!!Estimate","Dennis CDP, Massachusetts!!Margin of Error","Dennis Port CDP, Massachusetts!!Estimate","Dennis Port CDP, Massachusetts!!Margin of Error","Devens CDP, Massachusetts!!Estimate","Devens CDP, Massachusetts!!Margin of Error","Dover CDP, Massachusetts!!Estimate","Dover CDP, Massachusetts!!Margin of Error","Duxbury CDP, Massachusetts!!Estimate","Duxbury CDP, Massachusetts!!Margin of Error","East Brookfield CDP, Massachusetts!!Estimate","East Brookfield CDP, Massachusetts!!Margin of Error","East Dennis CDP, Massachusetts!!Estimate","East Dennis CDP, Massachusetts!!Margin of Error","East Douglas CDP, Massachusetts!!Estimate","East Douglas CDP, Massachusetts!!Margin of Error","East Falmouth CDP, Massachusetts!!Estimate","East Falmouth CDP, Massachusetts!!Margin of Error","Easthampton Town city, Massachusetts!!Estimate","Easthampton Town city, Massachusetts!!Margin of Error","East Harwich CDP, Massachusetts!!Estimate","East Harwich CDP, Massachusetts!!Margin of Error","East Pepperell CDP, Massachusetts!!Estimate","East Pepperell CDP, Massachusetts!!Margin of Error","East Sandwich CDP, Massachusetts!!Estimate","East Sandwich CDP, Massachusetts!!Margin of Error","Edgartown CDP, Massachusetts!!Estimate","Edgartown CDP, Massachusetts!!Margin of Error","Essex CDP, Massachusetts!!Estimate","Essex CDP, Massachusetts!!Margin of Error","Everett city, Massachusetts!!Estimate","Everett city, Massachusetts!!Margin of Error","Fall River city, Massachusetts!!Estimate","Fall River city, Massachusetts!!Margin of Error","Falmouth CDP, Massachusetts!!Estimate","Falmouth CDP, Massachusetts!!Margin of Error","Fiskdale CDP, Massachusetts!!Estimate","Fiskdale CDP, Massachusetts!!Margin of Error","Fitchburg city, Massachusetts!!Estimate","Fitchburg city, Massachusetts!!Margin of Error","Forestdale CDP, Massachusetts!!Estimate","Forestdale CDP, Massachusetts!!Margin of Error","Foxborough CDP, Massachusetts!!Estimate","Foxborough CDP, Massachusetts!!Margin of Error","Framingham city, Massachusetts!!Estimate","Framingham city, Massachusetts!!Margin of Error","Franklin Town city, Massachusetts!!Estimate","Franklin Town city, Massachusetts!!Margin of Error","Gardner city, Massachusetts!!Estimate","Gardner city, Massachusetts!!Margin of Error","Gloucester city, Massachusetts!!Estimate","Gloucester city, Massachusetts!!Margin of Error","Granby CDP, Massachusetts!!Estimate","Granby CDP, Massachusetts!!Margin of Error","Great Barrington CDP, Massachusetts!!Estimate","Great Barrington CDP, Massachusetts!!Margin of Error","Greenfield Town city, Massachusetts!!Estimate","Greenfield Town city, Massachusetts!!Margin of Error","Green Harbor-Cedar Crest CDP, Massachusetts!!Estimate","Green Harbor-Cedar Crest CDP, Massachusetts!!Margin of Error","Groton CDP, Massachusetts!!Estimate","Groton CDP, Massachusetts!!Margin of Error","Hanscom AFB CDP, Massachusetts!!Estimate","Hanscom AFB CDP, Massachusetts!!Margin of Error","Hanson CDP, Massachusetts!!Estimate","Hanson CDP, Massachusetts!!Margin of Error","Harwich Center CDP, Massachusetts!!Estimate","Harwich Center CDP, Massachusetts!!Margin of Error","Harwich Port CDP, Massachusetts!!Estimate","Harwich Port CDP, Massachusetts!!Margin of Error","Hatfield CDP, Massachusetts!!Estimate","Hatfield CDP, Massachusetts!!Margin of Error","Haverhill city, Massachusetts!!Estimate","Haverhill city, Massachusetts!!Margin of Error","Hingham CDP, Massachusetts!!Estimate","Hingham CDP, Massachusetts!!Margin of Error","Holbrook CDP, Massachusetts!!Estimate","Holbrook CDP, Massachusetts!!Margin of Error","Holland CDP, Massachusetts!!Estimate","Holland CDP, Massachusetts!!Margin of Error","Holyoke city, Massachusetts!!Estimate","Holyoke city, Massachusetts!!Margin of Error","Hopedale CDP, Massachusetts!!Estimate","Hopedale CDP, Massachusetts!!Margin of Error","Hopkinton CDP, Massachusetts!!Estimate","Hopkinton CDP, Massachusetts!!Margin of Error","Housatonic CDP, Massachusetts!!Estimate","Housatonic CDP, Massachusetts!!Margin of Error","Hudson CDP, Massachusetts!!Estimate","Hudson CDP, Massachusetts!!Margin of Error","Hull CDP, Massachusetts!!Estimate","Hull CDP, Massachusetts!!Margin of Error","Huntington CDP, Massachusetts!!Estimate","Huntington CDP, Massachusetts!!Margin of Error","Ipswich CDP, Massachusetts!!Estimate","Ipswich CDP, Massachusetts!!Margin of Error","Kingston CDP, Massachusetts!!Estimate","Kingston CDP, Massachusetts!!Margin of Error","Lawrence city, Massachusetts!!Estimate","Lawrence city, Massachusetts!!Margin of Error","Lee CDP, Massachusetts!!Estimate","Lee CDP, Massachusetts!!Margin of Error","Lenox CDP, Massachusetts!!Estimate","Lenox CDP, Massachusetts!!Margin of Error","Leominster city, Massachusetts!!Estimate","Leominster city, Massachusetts!!Margin of Error","Lexington CDP, Massachusetts!!Estimate","Lexington CDP, Massachusetts!!Margin of Error","Littleton Common CDP, Massachusetts!!Estimate","Littleton Common CDP, Massachusetts!!Margin of Error","Longmeadow CDP, Massachusetts!!Estimate","Longmeadow CDP, Massachusetts!!Margin of Error","Lowell city, Massachusetts!!Estimate","Lowell city, Massachusetts!!Margin of Error","Lunenburg CDP, Massachusetts!!Estimate","Lunenburg CDP, Massachusetts!!Margin of Error","Lynn city, Massachusetts!!Estimate","Lynn city, Massachusetts!!Margin of Error","Lynnfield CDP, Massachusetts!!Estimate","Lynnfield CDP, Massachusetts!!Margin of Error","Madaket CDP, Massachusetts!!Estimate","Madaket CDP, Massachusetts!!Margin of Error","Malden city, Massachusetts!!Estimate","Malden city, Massachusetts!!Margin of Error","Mansfield Center CDP, Massachusetts!!Estimate","Mansfield Center CDP, Massachusetts!!Margin of Error","Marblehead CDP, Massachusetts!!Estimate","Marblehead CDP, Massachusetts!!Margin of Error","Marion Center CDP, Massachusetts!!Estimate","Marion Center CDP, Massachusetts!!Margin of Error","Marlborough city, Massachusetts!!Estimate","Marlborough city, Massachusetts!!Margin of Error","Marshfield CDP, Massachusetts!!Estimate","Marshfield CDP, Massachusetts!!Margin of Error","Marshfield Hills CDP, Massachusetts!!Estimate","Marshfield Hills CDP, Massachusetts!!Margin of Error","Mashpee Neck CDP, Massachusetts!!Estimate","Mashpee Neck CDP, Massachusetts!!Margin of Error","Mattapoisett Center CDP, Massachusetts!!Estimate","Mattapoisett Center CDP, Massachusetts!!Margin of Error","Maynard CDP, Massachusetts!!Estimate","Maynard CDP, Massachusetts!!Margin of Error","Medfield CDP, Massachusetts!!Estimate","Medfield CDP, Massachusetts!!Margin of Error","Medford city, Massachusetts!!Estimate","Medford city, Massachusetts!!Margin of Error","Melrose city, Massachusetts!!Estimate","Melrose city, Massachusetts!!Margin of Error","Methuen Town city, Massachusetts!!Estimate","Methuen Town city, Massachusetts!!Margin of Error","Middleborough Center CDP, Massachusetts!!Estimate","Middleborough Center CDP, Massachusetts!!Margin of Error","Milford CDP, Massachusetts!!Estimate","Milford CDP, Massachusetts!!Margin of Error","Millers Falls CDP, Massachusetts!!Estimate","Millers Falls CDP, Massachusetts!!Margin of Error","Millis-Clicquot CDP, Massachusetts!!Estimate","Millis-Clicquot CDP, Massachusetts!!Margin of Error","Milton CDP, Massachusetts!!Estimate","Milton CDP, Massachusetts!!Margin of Error","Monomoscoy Island CDP, Massachusetts!!Estimate","Monomoscoy Island CDP, Massachusetts!!Margin of Error","Monson Center CDP, Massachusetts!!Estimate","Monson Center CDP, Massachusetts!!Margin of Error","Monument Beach CDP, Massachusetts!!Estimate","Monument Beach CDP, Massachusetts!!Margin of Error","Nahant CDP, Massachusetts!!Estimate","Nahant CDP, Massachusetts!!Margin of Error","Nantucket CDP, Massachusetts!!Estimate","Nantucket CDP, Massachusetts!!Margin of Error","Needham CDP, Massachusetts!!Estimate","Needham CDP, Massachusetts!!Margin of Error","New Bedford city, Massachusetts!!Estimate","New Bedford city, Massachusetts!!Margin of Error","Newburyport city, Massachusetts!!Estimate","Newburyport city, Massachusetts!!Margin of Error","New Seabury CDP, Massachusetts!!Estimate","New Seabury CDP, Massachusetts!!Margin of Error","Newton city, Massachusetts!!Estimate","Newton city, Massachusetts!!Margin of Error","North Adams city, Massachusetts!!Estimate","North Adams city, Massachusetts!!Margin of Error","North Amherst CDP, Massachusetts!!Estimate","North Amherst CDP, Massachusetts!!Margin of Error","Northampton city, Massachusetts!!Estimate","Northampton city, Massachusetts!!Margin of Error","Northborough CDP, Massachusetts!!Estimate","Northborough CDP, Massachusetts!!Margin of Error","North Brookfield CDP, Massachusetts!!Estimate","North Brookfield CDP, Massachusetts!!Margin of Error","North Eastham CDP, Massachusetts!!Estimate","North Eastham CDP, Massachusetts!!Margin of Error","North Falmouth CDP, Massachusetts!!Estimate","North Falmouth CDP, Massachusetts!!Margin of Error","Northfield CDP, Massachusetts!!Estimate","Northfield CDP, Massachusetts!!Margin of Error","North Lakeville CDP, Massachusetts!!Estimate","North Lakeville CDP, Massachusetts!!Margin of Error","North Pembroke CDP, Massachusetts!!Estimate","North Pembroke CDP, Massachusetts!!Margin of Error","North Plymouth CDP, Massachusetts!!Estimate","North Plymouth CDP, Massachusetts!!Margin of Error","North Scituate CDP, Massachusetts!!Estimate","North Scituate CDP, Massachusetts!!Margin of Error","North Seekonk CDP, Massachusetts!!Estimate","North Seekonk CDP, Massachusetts!!Margin of Error","Northwest Harwich CDP, Massachusetts!!Estimate","Northwest Harwich CDP, Massachusetts!!Margin of Error","North Westport CDP, Massachusetts!!Estimate","North Westport CDP, Massachusetts!!Margin of Error","Norton Center CDP, Massachusetts!!Estimate","Norton Center CDP, Massachusetts!!Margin of Error","Norwood CDP, Massachusetts!!Estimate","Norwood CDP, Massachusetts!!Margin of Error","Ocean Bluff-Brant Rock CDP, Massachusetts!!Estimate","Ocean Bluff-Brant Rock CDP, Massachusetts!!Margin of Error","Ocean Grove CDP, Massachusetts!!Estimate","Ocean Grove CDP, Massachusetts!!Margin of Error","Onset CDP, Massachusetts!!Estimate","Onset CDP, Massachusetts!!Margin of Error","Orange CDP, Massachusetts!!Estimate","Orange CDP, Massachusetts!!Margin of Error","Orleans CDP, Massachusetts!!Estimate","Orleans CDP, Massachusetts!!Margin of Error","Oxford CDP, Massachusetts!!Estimate","Oxford CDP, Massachusetts!!Margin of Error","Palmer Town city, Massachusetts!!Estimate","Palmer Town city, Massachusetts!!Margin of Error","Peabody city, Massachusetts!!Estimate","Peabody city, Massachusetts!!Margin of Error","Pepperell CDP, Massachusetts!!Estimate","Pepperell CDP, Massachusetts!!Margin of Error","Petersham CDP, Massachusetts!!Estimate","Petersham CDP, Massachusetts!!Margin of Error","Pinehurst CDP, Massachusetts!!Estimate","Pinehurst CDP, Massachusetts!!Margin of Error","Pittsfield city, Massachusetts!!Estimate","Pittsfield city, Massachusetts!!Margin of Error","Plymouth CDP, Massachusetts!!Estimate","Plymouth CDP, Massachusetts!!Margin of Error","Pocasset CDP, Massachusetts!!Estimate","Pocasset CDP, Massachusetts!!Margin of Error","Popponesset CDP, Massachusetts!!Estimate","Popponesset CDP, Massachusetts!!Margin of Error","Popponesset Island CDP, Massachusetts!!Estimate","Popponesset Island CDP, Massachusetts!!Margin of Error","Provincetown CDP, Massachusetts!!Estimate","Provincetown CDP, Massachusetts!!Margin of Error","Quincy city, Massachusetts!!Estimate","Quincy city, Massachusetts!!Margin of Error","Randolph Town city, Massachusetts!!Estimate","Randolph Town city, Massachusetts!!Margin of Error","Raynham Center CDP, Massachusetts!!Estimate","Raynham Center CDP, Massachusetts!!Margin of Error","Reading CDP, Massachusetts!!Estimate","Reading CDP, Massachusetts!!Margin of Error","Revere city, Massachusetts!!Estimate","Revere city, Massachusetts!!Margin of Error","Rockport CDP, Massachusetts!!Estimate","Rockport CDP, Massachusetts!!Margin of Error","Rowley CDP, Massachusetts!!Estimate","Rowley CDP, Massachusetts!!Margin of Error","Russell CDP, Massachusetts!!Estimate","Russell CDP, Massachusetts!!Margin of Error","Rutland CDP, Massachusetts!!Estimate","Rutland CDP, Massachusetts!!Margin of Error","Sagamore CDP, Massachusetts!!Estimate","Sagamore CDP, Massachusetts!!Margin of Error","Salem city, Massachusetts!!Estimate","Salem city, Massachusetts!!Margin of Error","Salisbury CDP, Massachusetts!!Estimate","Salisbury CDP, Massachusetts!!Margin of Error","Sandwich CDP, Massachusetts!!Estimate","Sandwich CDP, Massachusetts!!Margin of Error","Saugus CDP, Massachusetts!!Estimate","Saugus CDP, Massachusetts!!Margin of Error","Scituate CDP, Massachusetts!!Estimate","Scituate CDP, Massachusetts!!Margin of Error","Seabrook CDP, Massachusetts!!Estimate","Seabrook CDP, Massachusetts!!Margin of Error","Seconsett Island CDP, Massachusetts!!Estimate","Seconsett Island CDP, Massachusetts!!Margin of Error","Sharon CDP, Massachusetts!!Estimate","Sharon CDP, Massachusetts!!Margin of Error","Shelburne Falls CDP, Massachusetts!!Estimate","Shelburne Falls CDP, Massachusetts!!Margin of Error","Shirley CDP, Massachusetts!!Estimate","Shirley CDP, Massachusetts!!Margin of Error","Siasconset CDP, Massachusetts!!Estimate","Siasconset CDP, Massachusetts!!Margin of Error","Smith Mills CDP, Massachusetts!!Estimate","Smith Mills CDP, Massachusetts!!Margin of Error","Somerset CDP, Massachusetts!!Estimate","Somerset CDP, Massachusetts!!Margin of Error","Somerville city, Massachusetts!!Estimate","Somerville city, Massachusetts!!Margin of Error","South Amherst CDP, Massachusetts!!Estimate","South Amherst CDP, Massachusetts!!Margin of Error","South Ashburnham CDP, Massachusetts!!Estimate","South Ashburnham CDP, Massachusetts!!Margin of Error","Southbridge Town city, Massachusetts!!Estimate","Southbridge Town city, Massachusetts!!Margin of Error","South Deerfield CDP, Massachusetts!!Estimate","South Deerfield CDP, Massachusetts!!Margin of Error","South Dennis CDP, Massachusetts!!Estimate","South Dennis CDP, Massachusetts!!Margin of Error","South Duxbury CDP, Massachusetts!!Estimate","South Duxbury CDP, Massachusetts!!Margin of Error","South Lancaster CDP, Massachusetts!!Estimate","South Lancaster CDP, Massachusetts!!Margin of Error","South Yarmouth CDP, Massachusetts!!Estimate","South Yarmouth CDP, Massachusetts!!Margin of Error","Spencer CDP, Massachusetts!!Estimate","Spencer CDP, Massachusetts!!Margin of Error","Springfield city, Massachusetts!!Estimate","Springfield city, Massachusetts!!Margin of Error","Stoneham CDP, Massachusetts!!Estimate","Stoneham CDP, Massachusetts!!Margin of Error","Sturbridge CDP, Massachusetts!!Estimate","Sturbridge CDP, Massachusetts!!Margin of Error","Swampscott CDP, Massachusetts!!Estimate","Swampscott CDP, Massachusetts!!Margin of Error","Taunton city, Massachusetts!!Estimate","Taunton city, Massachusetts!!Margin of Error","Teaticket CDP, Massachusetts!!Estimate","Teaticket CDP, Massachusetts!!Margin of Error","The Pinehills CDP, Massachusetts!!Estimate","The Pinehills CDP, Massachusetts!!Margin of Error","Topsfield CDP, Massachusetts!!Estimate","Topsfield CDP, Massachusetts!!Margin of Error","Townsend CDP, Massachusetts!!Estimate","Townsend CDP, Massachusetts!!Margin of Error","Turners Falls CDP, Massachusetts!!Estimate","Turners Falls CDP, Massachusetts!!Margin of Error","Upton CDP, Massachusetts!!Estimate","Upton CDP, Massachusetts!!Margin of Error","Vineyard Haven CDP, Massachusetts!!Estimate","Vineyard Haven CDP, Massachusetts!!Margin of Error","Wakefield CDP, Massachusetts!!Estimate","Wakefield CDP, Massachusetts!!Margin of Error","Walpole CDP, Massachusetts!!Estimate","Walpole CDP, Massachusetts!!Margin of Error","Waltham city, Massachusetts!!Estimate","Waltham city, Massachusetts!!Margin of Error","Ware CDP, Massachusetts!!Estimate","Ware CDP, Massachusetts!!Margin of Error","Wareham Center CDP, Massachusetts!!Estimate","Wareham Center CDP, Massachusetts!!Margin of Error","Warren CDP, Massachusetts!!Estimate","Warren CDP, Massachusetts!!Margin of Error","Watertown Town city, Massachusetts!!Estimate","Watertown Town city, Massachusetts!!Margin of Error","Webster CDP, Massachusetts!!Estimate","Webster CDP, Massachusetts!!Margin of Error","Wellesley CDP, Massachusetts!!Estimate","Wellesley CDP, Massachusetts!!Margin of Error","Westborough CDP, Massachusetts!!Estimate","Westborough CDP, Massachusetts!!Margin of Error","West Brookfield CDP, Massachusetts!!Estimate","West Brookfield CDP, Massachusetts!!Margin of Error","West Chatham CDP, Massachusetts!!Estimate","West Chatham CDP, Massachusetts!!Margin of Error","West Concord CDP, Massachusetts!!Estimate","West Concord CDP, Massachusetts!!Margin of Error","West Dennis CDP, Massachusetts!!Estimate","West Dennis CDP, Massachusetts!!Margin of Error","West Falmouth CDP, Massachusetts!!Estimate","West Falmouth CDP, Massachusetts!!Margin of Error","Westfield city, Massachusetts!!Estimate","Westfield city, Massachusetts!!Margin of Error","West Springfield Town city, Massachusetts!!Estimate","West Springfield Town city, Massachusetts!!Margin of Error","West Wareham CDP, Massachusetts!!Estimate","West Wareham CDP, Massachusetts!!Margin of Error","West Yarmouth CDP, Massachusetts!!Estimate","West Yarmouth CDP, Massachusetts!!Margin of Error","Weweantic CDP, Massachusetts!!Estimate","Weweantic CDP, Massachusetts!!Margin of Error","Weymouth Town city, Massachusetts!!Estimate","Weymouth Town city, Massachusetts!!Margin of Error","White Island Shores CDP, Massachusetts!!Estimate","White Island Shores CDP, Massachusetts!!Margin of Error","Whitinsville CDP, Massachusetts!!Estimate","Whitinsville CDP, Massachusetts!!Margin of Error","Wilbraham CDP, Massachusetts!!Estimate","Wilbraham CDP, Massachusetts!!Margin of Error","Williamstown CDP, Massachusetts!!Estimate","Williamstown CDP, Massachusetts!!Margin of Error","Wilmington CDP, Massachusetts!!Estimate","Wilmington CDP, Massachusetts!!Margin of Error","Winchendon CDP, Massachusetts!!Estimate","Winchendon CDP, Massachusetts!!Margin of Error","Winchester CDP, Massachusetts!!Estimate","Winchester CDP, Massachusetts!!Margin of Error","Winthrop Town city, Massachusetts!!Estimate","Winthrop Town city, Massachusetts!!Margin of Error","Woburn city, Massachusetts!!Estimate","Woburn city, Massachusetts!!Margin of Error","Woods Hole CDP, Massachusetts!!Estimate","Woods Hole CDP, Massachusetts!!Margin of Error","Worcester city, Massachusetts!!Estimate","Worcester city, Massachusetts!!Margin of Error","Yarmouth Port CDP, Massachusetts!!Estimate","Yarmouth Port CDP, Massachusetts!!Margin of Error"
"Per capita income in the past 12 months (in 2019 inflation-adjusted dollars)","43,761","±193","42,046","±2,132","35,398","±3,888","31,118","±2,778","37,405","±2,048","42,607","±2,092","14,100","±1,661","55,457","±4,866","59,073","±1,883","25,016","±2,252","38,385","±1,889","41,604","±5,866","32,039","±4,614","42,596","±2,077","36,485","±5,711","38,494","±6,558","46,397","±7,933","67,640","±3,063","45,803","±2,890","46,647","±5,042","36,756","±5,036","44,690","±639","39,377","±9,343","73,267","±16,324","44,618","±1,816","42,046","±10,286","34,047","±2,307","27,439","±1,180","35,612","±9,044","71,536","±3,484","51,248","±2,865","49,450","±16,563","58,724","±1,478","73,032","±16,434","25,284","±947","34,869","±9,283","27,282","±4,274","28,601","±1,345","29,464","±2,268","70,744","±7,005","62,555","±6,366","44,005","±1,989","53,037","±3,284","25,384","±11,005","57,844","±8,008","36,252","±5,970","24,118","±9,053","119,404","±21,018","86,608","±22,142","33,212","±4,220","44,913","±6,683","44,312","±11,097","39,691","±6,653","36,714","±2,608","38,013","±4,281","39,952","±4,451","57,172","±8,078","51,034","±16,937","54,776","±10,146","28,417","±1,834","25,661","±836","49,577","±8,407","34,928","±6,617","27,007","±1,063","41,874","±7,583","47,981","±11,574","42,684","±1,506","53,944","±2,433","28,208","±2,216","43,321","±2,217","48,043","±7,261","35,972","±5,169","32,474","±2,282","43,174","±6,650","55,249","±24,165","30,682","±3,618","39,107","±3,123","40,231","±9,240","45,146","±9,067","41,380","±4,376","33,918","±1,303","90,865","±12,729","36,633","±2,590","37,944","±6,486","23,931","±1,341","42,992","±4,888","59,359","±12,974","33,863","±14,503","41,445","±2,555","52,621","±3,767","29,510","±2,937","40,694","±5,196","43,667","±6,574","20,858","±893","32,040","±6,326","48,898","±13,299","33,676","±2,036","82,557","±3,863","49,724","±5,869","57,935","±3,662","26,837","±835","48,272","±6,524","26,291","±819","63,191","±5,954","54,411","±19,852","33,122","±1,609","49,004","±6,596","69,148","±5,394","74,404","±30,853","41,467","±2,166","41,959","±3,256","67,515","±22,312","66,888","±23,297","68,555","±16,993","50,946","±4,748","59,198","±5,567","49,994","±2,873","55,422","±3,743","35,387","±1,582","32,761","±3,720","36,481","±2,188","28,488","±3,638","41,134","±3,945","56,473","±3,296","68,878","±18,228","35,906","±4,684","41,170","±7,218","64,235","±10,399","54,316","±7,059","78,995","±4,937","25,829","±773","64,018","±5,125","88,356","±20,573","73,101","±2,460","25,453","±2,663","21,548","±2,581","37,930","±1,916","57,032","±9,267","32,160","±4,325","41,599","±5,570","61,658","±9,188","44,834","±10,362","41,755","±5,515","43,383","±5,572","28,766","±3,078","59,402","±6,584","37,551","±4,450","40,661","±4,268","39,160","±7,980","25,247","±4,931","45,102","±2,537","38,645","±3,864","34,001","±5,869","30,925","±12,437","28,015","±2,708","35,260","±6,464","31,793","±3,114","32,495","±2,326","40,095","±1,553","37,608","±7,314","46,949","±12,444","42,233","±3,122","31,953","±1,515","46,876","±7,404","46,065","±7,272","18,017","±8,441","59,744","±13,082","58,739","±7,799","41,881","±1,193","34,066","±2,112","38,474","±5,171","54,345","±2,810","30,587","±1,349","52,647","±4,803","46,185","±6,928","27,841","±3,500","34,084","±4,103","48,206","±6,082","38,400","±1,967","50,000","±9,570","53,512","±7,295","39,790","±2,180","63,505","±9,230","60,419","±12,277","51,510","±21,021","61,057","±6,883","32,894","±4,557","39,106","±13,086","43,837","±17,057","33,821","±3,863","39,568","±3,213","49,382","±1,503","26,605","±4,920","31,324","±5,756","26,661","±1,647","45,198","±10,995","33,729","±2,879","81,169","±13,626","38,477","±5,688","34,059","±2,529","30,461","±2,780","21,499","±527","51,116","±2,339","46,908","±10,649","56,405","±3,532","32,302","±1,304","47,138","±11,244","85,633","±23,384","50,368","±7,487","35,142","±7,282","27,940","±4,034","51,212","±7,449","46,499","±15,286","52,519","±3,438","49,302","±6,052","45,272","±1,322","25,770","±2,663","23,937","±6,128","22,350","±8,048","55,997","±2,597","27,790","±2,511","85,784","±4,493","52,798","±5,103","32,075","±9,176","44,517","±10,342","50,980","±6,293","55,129","±8,434","66,544","±17,466","32,932","±1,338","34,222","±2,064","34,119","±4,750","35,399","±4,002","36,304","±8,626","42,774","±1,281","32,959","±4,812","32,608","±2,454","48,814","±8,153","28,036","±4,203","49,605","±3,164","33,099","±6,734","79,752","±4,089","44,642","±2,973","43,870","±2,033","105,878","±64,316","27,884","±718","49,831","±5,507"
